payment_id,rental_id,amount,payment_datetime
2782,6525,5.99,"2005-07-12 04:17:15"
2783,6697,6.99,"2005-07-12 12:44:57"
2784,6949,2.99,"2005-07-26 23:44:12"
2785,7310,0.99,"2005-07-27 13:00:55"
2786,7472,6.99,"2005-07-27 19:04:19"
2787,8302,0.99,"2005-07-29 03:01:24"
2788,8520,4.99,"2005-07-29 10:10:02"
2789,9390,4.99,"2005-07-30 19:42:07"
2790,12942,7.99,"2005-08-19 05:40:36"
2791,13676,0.99,"2005-08-20 08:33:21"
2792,14064,2.99,"2005-08-20 22:39:16"
2793,14289,4.99,"2005-08-21 06:58:49"
2794,15401,8.99,"2005-08-22 23:13:10"
2795,15461,5.99,"2005-08-23 01:13:52"
2796,15467,3.99,"2005-08-23 01:22:12"
2797,15599,5.99,"2005-08-23 06:25:07"
2798,15679,0.99,"2005-08-23 09:27:29"
2799,16048,8.99,"2005-08-23 22:43:07"
2800,163,10.99,"2005-05-26 02:26:23"
2801,808,3.99,"2005-05-29 19:08:20"
2802,1287,3.99,"2005-06-15 08:41:38"
2803,2107,0.99,"2005-06-17 19:31:16"
2804,2928,0.99,"2005-06-20 04:43:45"
2805,3273,2.99,"2005-06-21 05:24:17"
2806,4012,4.99,"2005-07-07 00:56:09"
2807,4438,6.99,"2005-07-07 22:56:17"
2808,4520,4.99,"2005-07-08 02:53:46"
2809,4529,7.99,"2005-07-08 03:26:20"
2810,4917,2.99,"2005-07-08 21:32:30"
2811,5376,1.99,"2005-07-09 18:54:08"
2812,7107,2.99,"2005-07-27 05:22:04"
2813,8413,1.99,"2005-07-29 06:47:39"
2814,9090,3.99,"2005-07-30 08:24:42"
2815,9996,5.99,"2005-07-31 17:32:03"
2816,11700,2.99,"2005-08-17 07:12:31"
2817,12453,3.99,"2005-08-18 11:17:07"
2818,13005,0.99,"2005-08-19 07:45:42"
2819,13017,1.99,"2005-08-19 08:02:24"
2820,13179,4.99,"2005-08-19 13:59:53"
2821,13410,3.99,"2005-08-19 22:41:44"
2822,14218,3.99,"2005-08-21 04:43:59"
2823,15186,0.99,"2005-08-22 15:52:57"
2824,327,8.99,"2005-05-27 01:18:57"
2825,473,7.99,"2005-05-27 21:36:34"
2826,485,2.99,"2005-05-27 23:40:52"
2827,779,6.99,"2005-05-29 14:17:17"
2828,1789,3.99,"2005-06-16 19:49:18"
2829,1991,3.99,"2005-06-17 10:49:23"
2830,2635,3.99,"2005-06-19 09:08:45"
2831,5261,4.99,"2005-07-09 14:06:56"
2832,5429,4.99,"2005-07-09 21:14:03"
2833,5542,2.99,"2005-07-10 02:45:53"
2834,5677,4.99,"2005-07-10 08:41:28"
2835,6546,4.99,"2005-07-12 04:57:17"
2836,7442,2.99,"2005-07-27 17:47:00"
2837,8980,2.99,"2005-07-30 04:22:15"
2838,9124,3.99,"2005-07-30 09:43:12"
2839,9198,5.99,"2005-07-30 12:37:08"
2840,9210,9.99,"2005-07-30 12:56:44"
2841,10513,4.99,"2005-08-01 11:37:34"
2842,12217,0.99,"2005-08-18 02:44:44"
2843,12899,2.99,"2005-08-19 04:03:34"
2844,13057,6.99,"2005-08-19 09:40:05"
2845,13751,2.99,"2005-08-20 11:17:03"
2846,14048,0.99,"2005-08-20 22:03:18"
2847,15624,4.99,"2005-08-23 07:24:27"
2848,15688,4.99,"2005-08-23 09:48:45"
2849,15803,2.99,"2005-08-23 14:27:07"
2850,552,3.99,"2005-05-28 07:53:38"
2851,1156,0.99,"2005-05-31 22:37:34"
2852,2295,4.99,"2005-06-18 07:56:18"
2853,3023,4.99,"2005-06-20 11:18:11"
2854,4229,4.99,"2005-07-07 12:43:23"
2855,4277,2.99,"2005-07-07 14:52:12"
2856,4665,3.99,"2005-07-08 10:04:24"
2857,5453,3.99,"2005-07-09 22:24:11"
2858,6992,0.99,"2005-07-27 01:04:45"
2859,7224,3.99,"2005-07-27 09:44:26"
2860,7483,4.99,"2005-07-27 19:25:00"
2861,8115,4.99,"2005-07-28 19:14:17"
2862,9072,2.99,"2005-07-30 07:45:49"
2863,9747,7.99,"2005-07-31 09:16:57"
2864,10213,8.99,"2005-08-01 01:03:18"
2865,10228,2.99,"2005-08-01 01:43:18"
2866,10444,8.99,"2005-08-01 09:01:40"
2867,11436,0.99,"2005-08-02 20:16:06"
2868,12159,7.99,"2005-08-18 00:36:09"
2869,12845,2.99,"2005-08-19 02:02:37"
2870,14431,2.99,"2005-08-21 11:31:15"
2871,14920,0.99,"2005-08-22 05:08:58"
2872,15154,6.99,"2005-08-22 14:27:37"
2873,170,5.99,"2005-05-26 03:11:12"
2874,1026,5.99,"2005-05-31 03:45:26"
2875,1243,2.99,"2005-06-15 05:07:32"
2876,2693,6.99,"2005-06-19 13:11:47"
2877,2860,4.99,"2005-06-19 23:20:40"
2878,2897,3.99,"2005-06-20 02:34:23"
2879,3033,3.99,"2005-06-20 12:02:05"
2880,3120,0.99,"2005-06-20 18:19:29"
2881,3174,0.99,"2005-06-20 22:24:00"
2882,3824,6.99,"2005-07-06 15:43:15"
2883,5311,4.99,"2005-07-09 16:02:54"
2884,5575,2.99,"2005-07-10 03:55:50"
2885,5798,3.99,"2005-07-10 14:45:09"
2886,6131,2.99,"2005-07-11 08:22:05"
2887,6133,0.99,"2005-07-11 08:25:22"
2888,6811,5.99,"2005-07-12 17:54:33"
2889,6934,6.99,"2005-07-26 23:11:03"
2890,7447,4.99,"2005-07-27 18:02:08"
2891,7600,7.99,"2005-07-27 23:41:18"
2892,8162,4.99,"2005-07-28 21:11:46"
2893,8704,1.99,"2005-07-29 17:13:45"
2894,9155,2.99,"2005-07-30 11:00:00"
2895,9351,2.99,"2005-07-30 18:28:30"
2896,10226,4.99,"2005-08-01 01:40:04"
2897,13361,4.99,"2005-08-19 21:07:22"
2898,13510,6.99,"2005-08-20 02:18:30"
2899,14562,4.99,"2005-08-21 16:22:59"
2900,15560,3.99,"2005-08-23 05:01:13"
2901,13079,1.98,"2006-02-14 15:16:03"
2902,15497,0.00,"2006-02-14 15:16:03"
2903,105,4.99,"2005-05-25 17:54:12"
2904,1055,0.99,"2005-05-31 07:47:18"
2905,1372,4.99,"2005-06-15 14:45:48"
2906,1425,2.99,"2005-06-15 18:13:46"
2907,2061,8.99,"2005-06-17 15:47:00"
2908,2210,2.99,"2005-06-18 02:27:01"
2909,3116,4.99,"2005-06-20 18:04:55"
2910,3875,0.99,"2005-07-06 18:15:39"
2911,4082,2.99,"2005-07-07 05:11:53"
2912,4303,1.99,"2005-07-07 16:57:32"
2913,4650,4.99,"2005-07-08 09:32:08"
2914,4754,0.99,"2005-07-08 14:20:01"
2915,5274,6.99,"2005-07-09 14:34:09"
2916,5661,5.99,"2005-07-10 07:53:51"
2917,5806,4.99,"2005-07-10 15:11:54"
2918,6841,0.99,"2005-07-12 19:04:24"
2919,8329,5.99,"2005-07-29 04:06:33"
2920,8587,4.99,"2005-07-29 12:18:40"
2921,8846,4.99,"2005-07-29 23:10:28"
2922,9755,4.99,"2005-07-31 09:24:55"
2923,11316,5.99,"2005-08-02 16:07:49"
2924,11445,6.99,"2005-08-02 20:33:35"
2925,11759,2.99,"2005-08-17 09:41:23"
2926,12583,2.99,"2005-08-18 15:51:36"
2927,12625,6.99,"2005-08-18 17:36:19"
2928,13754,2.99,"2005-08-20 11:18:08"
2929,14635,3.99,"2005-08-21 18:51:43"
2930,15556,8.99,"2005-08-23 04:52:16"
2931,16001,2.99,"2005-08-23 20:45:53"
2932,15294,4.99,"2006-02-14 15:16:03"
2933,203,5.99,"2005-05-26 07:27:57"
2934,386,0.99,"2005-05-27 10:26:31"
2935,622,3.99,"2005-05-28 15:58:22"
2936,698,0.99,"2005-05-29 02:10:52"
2937,1061,7.99,"2005-05-31 08:27:58"
2938,1106,4.99,"2005-05-31 14:36:52"
2939,1115,2.99,"2005-05-31 16:07:09"
2940,1581,2.99,"2005-06-16 04:28:45"
2941,1891,3.99,"2005-06-17 04:16:44"
2942,2198,6.99,"2005-06-18 01:51:22"
2943,2679,5.99,"2005-06-19 12:12:30"
2944,3076,5.99,"2005-06-20 15:01:19"
2945,4921,4.99,"2005-07-08 21:43:21"
2946,5027,2.99,"2005-07-09 02:32:37"
2947,5296,2.99,"2005-07-09 15:26:27"
2948,6920,6.99,"2005-07-12 22:32:58"
2949,7145,0.99,"2005-07-27 07:01:00"
2950,8006,3.99,"2005-07-28 15:15:41"
2951,9230,0.99,"2005-07-30 13:39:42"
2952,9871,2.99,"2005-07-31 13:25:46"
2953,10240,0.99,"2005-08-01 02:09:33"
2954,10892,3.99,"2005-08-02 01:12:06"
2955,12137,6.99,"2005-08-17 23:52:26"
2956,13264,3.99,"2005-08-19 17:27:10"
2957,15398,7.99,"2005-08-22 23:10:49"
2958,15677,2.99,"2005-08-23 09:23:36"
2959,515,7.99,"2005-05-28 03:10:10"
2960,538,1.99,"2005-05-28 06:21:05"
2961,1528,8.99,"2005-06-16 00:32:52"
2962,3587,4.99,"2005-07-06 04:27:52"
2963,4317,2.99,"2005-07-07 17:44:49"
2964,4827,4.99,"2005-07-08 17:46:30"
2965,6160,4.99,"2005-07-11 10:08:13"
2966,7474,0.99,"2005-07-27 19:07:17"
2967,7542,0.99,"2005-07-27 21:43:04"
2968,7570,2.99,"2005-07-27 22:40:06"
2969,11647,7.99,"2005-08-17 04:54:14"
2970,12585,3.99,"2005-08-18 15:52:12"
2971,13723,2.99,"2005-08-20 10:05:30"
2972,15381,2.99,"2005-08-22 22:28:36"
2973,505,2.99,"2005-05-28 02:06:37"
2974,1593,6.99,"2005-06-16 05:14:52"
2975,1974,2.99,"2005-06-17 09:30:05"
2976,1999,1.99,"2005-06-17 11:30:08"
2977,2297,4.99,"2005-06-18 08:17:41"
2978,3087,2.99,"2005-06-20 15:53:59"
2979,3333,2.99,"2005-06-21 10:01:36"
2980,3485,1.99,"2005-07-05 23:25:54"
2981,3551,3.99,"2005-07-06 02:33:48"
2982,3963,9.99,"2005-07-06 22:19:17"
2983,4249,4.99,"2005-07-07 14:05:17"
2984,4286,0.99,"2005-07-07 15:36:44"
2985,6896,2.99,"2005-07-12 21:25:37"
2986,8525,0.99,"2005-07-29 10:20:19"
2987,9933,0.99,"2005-07-31 15:24:46"
2988,10039,2.99,"2005-07-31 18:50:40"
2989,10602,4.99,"2005-08-01 14:30:23"
2990,10952,4.99,"2005-08-02 03:28:21"
2991,10990,4.99,"2005-08-02 04:41:06"
2992,11239,2.99,"2005-08-02 13:27:11"
2993,12196,3.99,"2005-08-18 02:08:48"
2994,13251,2.99,"2005-08-19 16:48:37"
2995,13525,5.99,"2005-08-20 02:50:44"
2996,14949,0.99,"2005-08-22 06:12:16"
2997,15174,6.99,"2005-08-22 15:26:36"
2998,15542,2.99,"2006-02-14 15:16:03"
2999,396,0.99,"2005-05-27 11:47:04"
3000,701,2.99,"2005-05-29 02:26:27"
3001,1835,4.99,"2005-06-16 23:05:36"
3002,1930,2.99,"2005-06-17 06:50:46"
3003,2193,4.99,"2005-06-18 01:38:45"
3004,3018,2.99,"2005-06-20 11:10:35"
3005,5351,4.99,"2005-07-09 17:40:52"
3006,5385,2.99,"2005-07-09 19:18:11"
3007,6550,2.99,"2005-07-12 05:03:14"
3008,7691,4.99,"2005-07-28 03:30:09"
3009,7761,4.99,"2005-07-28 06:31:45"
3010,9217,4.99,"2005-07-30 13:13:55"
3011,9321,6.99,"2005-07-30 17:19:44"
3012,9609,4.99,"2005-07-31 03:53:24"
3013,9830,5.99,"2005-07-31 11:59:05"
3014,9911,3.99,"2005-07-31 14:48:01"
3015,10038,2.99,"2005-07-31 18:49:12"
3016,10596,5.99,"2005-08-01 14:18:57"
3017,11019,2.99,"2005-08-02 05:29:31"
3018,11599,7.99,"2005-08-17 03:08:10"
3019,11659,4.99,"2005-08-17 05:20:45"
3020,11863,3.99,"2005-08-17 13:56:01"
3021,13611,8.99,"2005-08-20 06:20:42"
3022,13879,2.99,"2005-08-20 15:18:10"
3023,14049,5.99,"2005-08-20 22:08:55"
3024,14358,0.99,"2005-08-21 09:14:28"
3025,15304,4.99,"2005-08-22 19:45:57"
3026,15671,0.99,"2005-08-23 09:08:16"
3027,15687,8.99,"2005-08-23 09:46:33"
3028,15756,2.99,"2005-08-23 12:47:05"
3029,510,0.99,"2005-05-28 02:52:14"
3030,776,0.99,"2005-05-29 13:35:35"
3031,2077,4.99,"2005-06-17 16:46:11"
3032,2282,2.99,"2005-06-18 06:48:23"
3033,2783,2.99,"2005-06-19 18:29:10"
3034,3004,0.99,"2005-06-20 10:04:36"
3035,3124,8.99,"2005-06-20 18:28:19"
3036,3162,6.99,"2005-06-20 21:21:15"
3037,3657,5.99,"2005-07-06 07:55:30"
3038,4333,2.99,"2005-07-07 18:31:50"
3039,5189,2.99,"2005-07-09 10:23:21"
3040,5324,2.99,"2005-07-09 16:34:18"
3041,5655,4.99,"2005-07-10 07:31:06"
3042,5774,5.99,"2005-07-10 13:31:56"
3043,6025,0.99,"2005-07-11 02:18:13"
3044,6836,0.99,"2005-07-12 18:58:05"
3045,7468,5.99,"2005-07-27 18:52:27"
3046,7587,2.99,"2005-07-27 23:23:03"
3047,9221,6.99,"2005-07-30 13:20:06"
3048,10181,4.99,"2005-08-01 00:00:44"
3049,10378,0.99,"2005-08-01 06:30:04"
3050,10578,1.99,"2005-08-01 13:48:02"
3051,11655,7.99,"2005-08-17 05:11:07"
3052,11872,5.99,"2005-08-17 14:11:45"
3053,12392,5.99,"2005-08-18 08:57:58"
3054,12817,3.99,"2005-08-19 01:04:35"
3055,13406,2.99,"2005-08-19 22:22:01"
3056,15600,1.99,"2005-08-23 06:31:24"
3057,15770,2.99,"2005-08-23 13:18:16"
3058,205,4.99,"2005-05-26 07:59:37"
3059,255,4.99,"2005-05-26 14:52:15"
3060,889,2.99,"2005-05-30 07:14:53"
3061,2059,2.99,"2005-06-17 15:36:12"
3062,2680,7.99,"2005-06-19 12:13:37"
3063,3094,2.99,"2005-06-20 16:06:51"
3064,3144,5.99,"2005-06-20 20:14:20"
3065,3484,4.99,"2005-07-05 23:23:11"
3066,3924,2.99,"2005-07-06 20:38:02"
3067,4025,0.99,"2005-07-07 02:13:24"
3068,5418,0.99,"2005-07-09 20:41:35"
3069,5624,4.99,"2005-07-10 05:43:16"
3070,5625,2.99,"2005-07-10 05:44:02"
3071,6188,2.99,"2005-07-11 11:31:47"
3072,6754,4.99,"2005-07-12 14:59:24"
3073,7316,2.99,"2005-07-27 13:19:03"
3074,7462,2.99,"2005-07-27 18:47:47"
3075,7565,2.99,"2005-07-27 22:33:59"
3076,7938,5.99,"2005-07-28 12:39:11"
3077,8496,4.99,"2005-07-29 09:05:33"
3078,8590,10.99,"2005-07-29 12:32:20"
3079,9717,4.99,"2005-07-31 08:24:41"
3080,11547,4.99,"2005-08-17 00:59:24"
3081,12326,0.99,"2005-08-18 06:41:59"
3082,12685,6.99,"2005-08-18 19:51:29"
3083,13459,6.99,"2005-08-20 00:45:40"
3084,14158,5.99,"2005-08-21 02:43:20"
3085,14867,4.99,"2005-08-22 03:14:46"
3086,15485,0.99,"2005-08-23 02:04:57"
3087,15528,2.99,"2005-08-23 03:45:40"
3088,15646,3.99,"2005-08-23 08:19:55"
3089,16047,0.99,"2005-08-23 22:42:48"
3090,12506,4.99,"2006-02-14 15:16:03"
3091,915,0.99,"2005-05-30 11:20:27"
3092,983,0.99,"2005-05-30 22:15:51"
3093,1102,2.99,"2005-05-31 14:20:29"
3094,1361,0.99,"2005-06-15 13:37:38"
3095,1515,2.99,"2005-06-15 23:07:50"
3096,3289,6.99,"2005-06-21 06:41:48"
3097,3544,0.99,"2005-07-06 02:06:32"
3098,3624,0.99,"2005-07-06 06:06:27"
3099,4780,1.99,"2005-07-08 16:06:51"
3100,5245,4.99,"2005-07-09 13:24:14"
3101,6080,2.99,"2005-07-11 05:08:11"
3102,6113,2.99,"2005-07-11 07:31:08"
3103,6373,0.99,"2005-07-11 21:35:20"
3104,6574,5.99,"2005-07-12 06:04:22"
3105,6798,6.99,"2005-07-12 16:49:11"
3106,7355,1.99,"2005-07-27 14:45:59"
3107,7465,4.99,"2005-07-27 18:50:30"
3108,7983,4.99,"2005-07-28 14:23:01"
3109,8594,4.99,"2005-07-29 12:42:13"
3110,9578,0.99,"2005-07-31 02:54:31"
3111,10022,3.99,"2005-07-31 18:25:30"
3112,10475,4.99,"2005-08-01 10:03:17"
3113,10647,2.99,"2005-08-01 16:08:46"
3114,10919,0.99,"2005-08-02 02:11:03"
3115,11891,2.99,"2005-08-17 15:11:55"
3116,12366,0.99,"2005-08-18 07:55:14"
3117,13977,0.99,"2005-08-20 19:02:34"
3118,15176,6.99,"2005-08-22 15:30:25"
3119,15452,0.99,"2005-08-23 00:57:12"
3120,13056,2.99,"2006-02-14 15:16:03"
3121,1058,4.99,"2005-05-31 08:04:17"
3122,1332,0.99,"2005-06-15 11:36:01"
3123,1533,0.99,"2005-06-16 00:46:02"
3124,1762,4.99,"2005-06-16 17:50:19"
3125,1913,4.99,"2005-06-17 05:19:47"
3126,2639,4.99,"2005-06-19 09:24:02"
3127,2861,3.99,"2005-06-19 23:21:34"
3128,3908,6.99,"2005-07-06 19:47:26"
3129,3940,2.99,"2005-07-06 21:16:59"
3130,4027,0.99,"2005-07-07 02:19:01"
3131,4737,4.99,"2005-07-08 13:23:53"
3132,5169,2.99,"2005-07-09 09:22:25"
3133,6557,4.99,"2005-07-12 05:12:03"
3134,7238,0.99,"2005-07-27 10:13:41"
3135,7763,5.99,"2005-07-28 06:35:16"
3136,9245,6.99,"2005-07-30 14:07:50"
3137,9562,3.99,"2005-07-31 02:23:20"
3138,10250,1.99,"2005-08-01 02:38:42"
3139,10801,1.99,"2005-08-01 22:09:35"
3140,11016,4.99,"2005-08-02 05:19:13"
3141,12376,2.99,"2005-08-18 08:20:29"
3142,13146,7.99,"2005-08-19 12:54:42"
3143,13369,0.99,"2005-08-19 21:19:47"
3144,13474,0.99,"2005-08-20 01:04:32"
3145,13775,6.99,"2005-08-20 11:56:30"
3146,14763,11.99,"2005-08-21 23:34:00"
3147,14907,2.99,"2005-08-22 04:44:09"
3148,700,0.99,"2005-05-29 02:18:54"
3149,1114,0.99,"2005-05-31 16:00:33"
3150,1755,2.99,"2005-06-16 17:18:44"
3151,3218,2.99,"2005-06-21 01:38:09"
3152,5506,5.99,"2005-07-10 00:45:48"
3153,5673,0.99,"2005-07-10 08:21:54"
3154,6093,9.99,"2005-07-11 05:52:50"
3155,6449,6.99,"2005-07-12 00:48:58"
3156,8687,2.99,"2005-07-29 16:19:17"
3157,10556,2.99,"2005-08-01 12:58:42"
3158,10558,4.99,"2005-08-01 13:00:20"
3159,11467,3.99,"2005-08-02 21:47:07"
3160,12143,2.99,"2005-08-18 00:06:26"
3161,12337,2.99,"2005-08-18 07:02:24"
3162,12575,6.99,"2005-08-18 15:37:42"
3163,12618,4.99,"2005-08-18 17:24:02"
3164,14784,0.99,"2005-08-22 00:23:13"
3165,14854,2.99,"2005-08-22 02:26:47"
3166,15432,2.99,"2005-08-23 00:26:52"
3167,351,5.99,"2005-05-27 05:39:03"
3168,1766,4.99,"2005-06-16 17:59:37"
3169,2217,0.99,"2005-06-18 03:12:29"
3170,3263,4.99,"2005-06-21 04:15:52"
3171,4966,0.99,"2005-07-08 23:47:25"
3172,5829,1.99,"2005-07-10 16:29:41"
3173,6377,0.99,"2005-07-11 21:41:16"
3174,6507,1.99,"2005-07-12 03:33:12"
3175,7196,2.99,"2005-07-27 08:49:08"
3176,7850,4.99,"2005-07-28 09:31:13"
3177,7956,4.99,"2005-07-28 13:32:17"
3178,8314,3.99,"2005-07-29 03:35:04"
3179,8760,7.99,"2005-07-29 19:22:40"
3180,8881,4.99,"2005-07-30 00:22:31"
3181,10045,1.99,"2005-07-31 19:04:35"
3182,12538,2.99,"2005-08-18 14:09:09"
3183,13193,6.99,"2005-08-19 14:33:45"
3184,14394,5.99,"2005-08-21 10:23:10"
3185,14595,7.99,"2005-08-21 17:35:17"
3186,14924,2.99,"2005-08-22 05:15:17"
3187,15731,0.99,"2005-08-23 11:33:25"
3188,67,0.99,"2005-05-25 09:41:01"
3189,235,5.99,"2005-05-26 11:51:09"
3190,540,6.99,"2005-05-28 06:40:25"
3191,1179,7.99,"2005-06-15 00:36:50"
3192,2009,2.99,"2005-06-17 11:48:31"
3193,3388,5.99,"2005-06-21 14:34:51"
3194,4840,8.99,"2005-07-08 18:18:16"
3195,5176,5.99,"2005-07-09 09:39:31"
3196,5268,0.99,"2005-07-09 14:22:43"
3197,6079,7.99,"2005-07-11 05:07:14"
3198,6330,0.99,"2005-07-11 19:15:42"
3199,8140,4.99,"2005-07-28 20:17:50"
3200,8183,5.99,"2005-07-28 22:21:07"
3201,8304,4.99,"2005-07-29 03:08:30"
3202,9028,2.99,"2005-07-30 06:00:35"
3203,10101,0.99,"2005-07-31 20:47:29"
3204,10366,3.99,"2005-08-01 06:09:37"
3205,10552,2.99,"2005-08-01 12:49:44"
3206,10681,4.99,"2005-08-01 17:30:35"
3207,11377,2.99,"2005-08-02 18:16:47"
3208,11520,5.99,"2005-08-17 00:04:28"
3209,12576,2.99,"2005-08-18 15:38:31"
3210,12603,3.99,"2005-08-18 16:56:20"
3211,12842,6.99,"2005-08-19 01:57:21"
3212,13581,4.99,"2005-08-20 05:26:15"
3213,14349,3.99,"2005-08-21 08:54:53"
3214,14382,2.99,"2005-08-21 10:01:03"
3215,14643,6.99,"2005-08-21 19:11:58"
3216,14659,0.99,"2005-08-21 19:42:36"
3217,15111,4.99,"2005-08-22 12:21:43"
3218,15131,3.99,"2005-08-22 13:06:26"
3219,15171,6.99,"2005-08-22 15:23:59"
3220,15844,2.99,"2005-08-23 15:38:12"
3221,16028,3.99,"2005-08-23 21:52:56"
3222,68,7.99,"2005-05-25 09:47:31"
3223,532,0.99,"2005-05-28 05:36:58"
3224,1374,3.99,"2005-06-15 14:49:54"
3225,1820,4.99,"2005-06-16 21:34:50"
3226,1932,2.99,"2005-06-17 06:54:41"
3227,2169,4.99,"2005-06-17 23:57:23"
3228,2803,9.99,"2005-06-19 19:18:27"
3229,3133,2.99,"2005-06-20 19:18:32"
3230,4001,5.99,"2005-07-07 00:07:00"
3231,4272,3.99,"2005-07-07 14:39:20"
3232,4342,0.99,"2005-07-07 18:47:03"
3233,4666,9.99,"2005-07-08 10:05:02"
3234,4942,1.99,"2005-07-08 22:42:47"
3235,5288,1.99,"2005-07-09 15:13:07"
3236,6503,0.99,"2005-07-12 03:18:07"
3237,6989,4.99,"2005-07-27 01:00:34"
3238,8046,0.99,"2005-07-28 16:49:41"
3239,8756,1.99,"2005-07-29 19:18:57"
3240,8998,6.99,"2005-07-30 04:54:14"
3241,9907,6.99,"2005-07-31 14:39:50"
3242,10161,0.99,"2005-07-31 23:09:41"
3243,10696,4.99,"2005-08-01 18:18:13"
3244,10940,3.99,"2005-08-02 03:08:29"
3245,11133,0.99,"2005-08-02 09:15:45"
3246,13167,2.99,"2005-08-19 13:36:41"
3247,13375,7.99,"2005-08-19 21:31:31"
3248,14001,2.99,"2005-08-20 20:07:15"
3249,14153,4.99,"2005-08-21 02:24:33"
3250,14246,4.99,"2005-08-21 05:34:09"
3251,14460,9.99,"2005-08-21 12:48:48"
3252,14969,6.99,"2005-08-22 06:49:15"
3253,15780,4.99,"2006-02-14 15:16:03"
3254,217,4.99,"2005-05-26 09:24:26"
3255,1634,2.99,"2005-06-16 08:16:05"
3256,1833,1.99,"2005-06-16 22:45:03"
3257,5670,0.99,"2005-07-10 08:14:52"
3258,6780,4.99,"2005-07-12 16:18:12"
3259,7114,0.99,"2005-07-27 05:42:13"
3260,7185,0.99,"2005-07-27 08:23:54"
3261,7298,2.99,"2005-07-27 12:45:14"
3262,8370,6.99,"2005-07-29 05:16:21"
3263,8788,1.99,"2005-07-29 20:46:44"
3264,8875,2.99,"2005-07-30 00:15:09"
3265,8969,8.99,"2005-07-30 04:00:19"
3266,10457,5.99,"2005-08-01 09:17:34"
3267,11720,8.99,"2005-08-17 07:46:54"
3268,12242,1.99,"2005-08-18 03:37:31"
3269,12428,3.99,"2005-08-18 10:24:21"
3270,12734,1.99,"2005-08-18 22:04:52"
3271,12881,5.99,"2005-08-19 03:28:13"
3272,12892,0.99,"2005-08-19 03:46:34"
3273,14138,7.99,"2005-08-21 01:59:37"
3274,14177,4.99,"2005-08-21 03:11:33"
3275,14412,9.99,"2005-08-21 11:02:09"
3276,14464,2.99,"2005-08-21 12:52:54"
3277,15114,7.99,"2005-08-22 12:24:55"
3278,15369,0.99,"2005-08-22 21:58:06"
3279,16041,2.99,"2005-08-23 22:20:26"
3280,853,0.99,"2005-05-30 01:43:31"
3281,1135,4.99,"2005-05-31 19:15:11"
3282,1211,0.99,"2005-06-15 03:01:20"
3283,1442,7.99,"2005-06-15 18:55:34"
3284,2240,3.99,"2005-06-18 04:28:27"
3285,2253,0.99,"2005-06-18 05:11:43"
3286,2482,4.99,"2005-06-18 21:10:44"
3287,2595,4.99,"2005-06-19 05:43:55"
3288,2834,1.99,"2005-06-19 21:41:46"
3289,3778,2.99,"2005-07-06 13:44:48"
3290,3986,4.99,"2005-07-06 23:25:13"
3291,4239,7.99,"2005-07-07 13:23:17"
3292,4568,4.99,"2005-07-08 05:23:59"
3293,5235,6.99,"2005-07-09 12:54:25"
3294,6231,0.99,"2005-07-11 14:02:36"
3295,6427,0.99,"2005-07-11 23:57:34"
3296,6436,0.99,"2005-07-12 00:18:42"
3297,6974,7.99,"2005-07-27 00:39:16"
3298,7267,2.99,"2005-07-27 11:22:55"
3299,7950,4.99,"2005-07-28 13:21:00"
3300,8077,2.99,"2005-07-28 17:54:35"
3301,8177,0.99,"2005-07-28 21:43:54"
3302,8772,5.99,"2005-07-29 19:55:25"
3303,9910,4.99,"2005-07-31 14:47:57"
3304,10626,1.99,"2005-08-01 15:32:41"
3305,11044,3.99,"2005-08-02 06:05:27"
3306,11197,2.99,"2005-08-02 11:45:07"
3307,12476,4.99,"2005-08-18 12:22:40"
3308,12711,4.99,"2005-08-18 21:03:32"
3309,13171,2.99,"2005-08-19 13:48:54"
3310,13812,4.99,"2005-08-20 13:01:43"
3311,14666,5.99,"2005-08-21 19:51:09"
3312,992,2.99,"2005-05-30 23:47:56"
3313,1490,4.99,"2005-06-15 21:42:17"
3314,1751,0.99,"2005-06-16 17:00:14"
3315,1775,4.99,"2005-06-16 18:28:19"
3316,1951,0.99,"2005-06-17 08:30:35"
3317,2594,2.99,"2005-06-19 05:43:43"
3318,4442,3.99,"2005-07-07 23:05:30"
3319,4860,8.99,"2005-07-08 18:54:07"
3320,7535,4.99,"2005-07-27 21:32:39"
3321,7727,2.99,"2005-07-28 04:52:43"
3322,7768,0.99,"2005-07-28 06:44:03"
3323,7852,2.99,"2005-07-28 09:34:29"
3324,7969,5.99,"2005-07-28 13:57:37"
3325,8699,4.99,"2005-07-29 16:53:00"
3326,9529,4.99,"2005-07-31 01:05:26"
3327,10066,4.99,"2005-07-31 19:30:01"
3328,10295,8.99,"2005-08-01 03:53:49"
3329,12360,2.99,"2005-08-18 07:46:35"
3330,12402,3.99,"2005-08-18 09:27:34"
3331,13668,2.99,"2005-08-20 08:26:06"
3332,15152,7.99,"2005-08-22 14:25:21"
3333,15525,4.99,"2005-08-23 03:43:32"
3334,15621,1.99,"2005-08-23 07:13:43"
3335,15787,2.99,"2005-08-23 13:51:57"
3336,775,0.99,"2005-05-29 13:23:26"
3337,1039,4.99,"2005-05-31 05:32:29"
3338,1057,3.99,"2005-05-31 07:58:06"
3339,1130,5.99,"2005-05-31 18:13:57"
3340,2336,1.99,"2005-06-18 11:00:05"
3341,4341,7.99,"2005-07-07 18:44:23"
